gamma_kappa,epsilon_kappa,kappa情景,延续活跃系数,delay_window_count,总窗口数,可行策略数量,最优策略编号,最优策略名称,最优策略替代TOPSIS得分,S5排序,S5_替代TOPSIS得分,S4排序,S4_替代TOPSIS得分,S3排序,S3_替代TOPSIS得分,S2排序,S1排序,S5是否第一,S4是否第一,S3是否第一,S0平台利润,S1平台利润,S5平台利润,S5相对S0利润差,S5相对S1利润差,S5成本收入比,S5积分成本,S5总活跃度提升,S5续费概率提升,S5私教购买概率提升,S5私教收入提升,S4平台利润,S4相对S0利润差,S4相对S1利润差,S4续费概率提升,S4私教购买概率提升,S4私教收入提升,S3平台利润,S3私教购买概率提升,S3私教收入提升,S2平台利润
0.75,0.0001,"gamma=0.75, epsilon=0.0001",0.35,8,9,5,S5,高强度综合激励策略,0.6966243622605182,1,0.6966243622605182,2,0.6092553333287605,4,0.3107963795656186,3,5,True,False,False,25670731.271420408,26364041.645789538,27711548.602458388,2040817.3310379796,1347506.95666885,0.008275641681093016,671975.1089226997,277076.8868016232,1281.5005842781138,-58.613851997671794,-47215.571764067514,27568144.129050884,1897412.8576304764,1204102.4832613468,550.4706308813495,-58.530669655408296,-78425.90852236608,27037772.7684918,-58.63862129561726,-102479.86352102063,27137192.45398345
0.75,0.0001,"gamma=0.75, epsilon=0.0001",0.35,12,13,5,S5,高强度综合激励策略,0.5757055071558363,1,0.5757055071558363,2,0.5738612991260653,3,0.4976500201819541,4,5,True,False,False,37079945.16982948,37694052.006352834,39055983.20473363,1976038.0349041522,1361931.198380798,0.005912634446985478,671975.1089226997,277098.3987825339,-1239.5012634326683,-58.07857066743486,-117601.68228223932,38906352.368825145,1826407.1989956647,1212300.3624723107,-1232.177496229276,-58.04688462037441,-148654.09577950672,38367934.29198723,-57.988740694353304,-172723.01242245652,38467197.06660962
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,1,2,5,S4,流失召回强化策略,0.5970086433920636,2,0.5899611160729595,1,0.5970086433920636,4,0.4799276460392079,3,5,False,True,False,5704606.949204534,6030477.63542092,6132648.546762781,428041.5975582469,102170.91134186089,0.034513326095586695,671975.0724394894,243154.13251667432,54429.6589196981,29.8910246525524,26357.77519704096,6333035.7030238975,628428.7538193632,302558.06760297716,48992.91436120307,0.8340206835956345,11417.156888758764,6237409.38808447,-18.978233428579248,-4354.618644918082,6305870.890383541
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,2,3,5,S5,高强度综合激励策略,0.6349432797086834,1,0.6349432797086834,2,0.574864615640117,4,0.43713473161991245,3,5,True,False,False,8556910.4238068,8945539.644934092,9412078.622307912,855168.1985011119,466538.9773738198,0.023290924157481144,671975.0724394894,265218.1186154096,45003.49581708875,-14.327419020925522,21575.321765740955,9516468.272104738,959557.8482979387,570928.6271706466,35234.31671043924,-33.72466512688882,957.8196077178873,9287300.534431508,-39.24580289440536,-16547.683403607836,9362704.501537498
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,3,4,5,S5,高强度综合激励策略,0.6554475694564721,1,0.6554475694564721,2,0.5687830862161706,3,0.40708922582054274,4,5,True,False,False,11409213.898409069,11822852.042772753,12549763.904164828,1140550.0057557598,726911.8613920752,0.017764590151808948,671975.0724394894,272940.5137499669,30069.484105174262,-39.684043512993725,9236.50847286312,12562426.939115612,1153213.0407065433,739574.8963428587,20567.364097932685,-50.03831587401969,-14407.678505772608,12231646.813763127,-47.756293268415725,-31262.65747612709,12309769.78883255
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,4,5,5,S5,高强度综合激励策略,0.6651495674806566,1,0.6651495674806566,2,0.5542880299266528,3,0.38689305835985055,4,5,True,False,False,14261517.373011336,14683473.454398386,15553296.078764692,1291778.7057533562,869822.6243663058,0.014476573376991826,671975.0724394894,275643.352047062,16105.88126249564,-52.58702780236435,-6938.432733370224,15508494.827719862,1246977.454708526,825021.3733214755,10043.173813574276,-57.458739248877336,-31980.10738335253,15122962.013321,-57.43381968959435,-48730.05030834535,15201757.534091365
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,6,7,5,S5,高强度综合激励策略,0.643987629039413,1,0.643987629039413,2,0.5497599305919143,3,0.43259588015578676,4,5,True,False,False,19966124.32221587,20380487.037935205,21347596.550788287,1381472.228572417,967109.5128530823,0.010667520783993963,671975.0724394894,276920.4431424395,3213.090074619496,-59.32338700405099,-42629.30007291888,21258518.978108644,1292394.6558927745,878031.9401734397,1845.2858885630253,-58.816829654599836,-67734.14643497334,20848714.1002772,-59.004427358440445,-84673.87205449515,20928061.42554305
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,8,9,5,S5,高强度综合激励策略,0.7091234183165686,1,0.7091234183165686,2,0.6255550560842759,5,0.28980724637320987,3,4,True,False,False,25670731.271420408,26045253.42306928,27066781.282344677,1396050.0109242685,1021527.8592753969,0.008468220821093981,671975.0724394894,277076.8868016232,1045.7142880151637,-58.39699369536883,-77971.9663962205,26964740.146020163,1294008.8745997548,919486.7229508832,450.5872945168949,-58.23311174969341,-102946.70529732085,26532978.107078888,-58.28200273526117,-119875.81777818676,26617997.06221358
0.75,0.001,"gamma=0.75, epsilon=0.001",0.35,12,13,5,S5,高强度综合激励策略,0.6570856784561981,1,0.6570856784561981,2,0.49976844057101777,3,0.43581496127639485,4,5,True,False,False,37079945.16982948,37375268.02518731,38409920.46130952,1329975.291480042,1034652.4361222088,0.0060104860568188844,671975.0724394894,277098.3987825339,-1230.8925461805648,-58.08375095083054,-148142.3071333198,38302105.24857091,1222160.0787414312,926837.223383598,-1231.9387163821718,-57.9623629618705,-173091.98047667835,37862884.974850655,-57.96429842310149,-189997.19867304165,37947757.81473566
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,1,2,5,S4,流失召回强化策略,0.5973080963108516,2,0.5478553672371136,1,0.5973080963108516,4,0.4750630489431202,3,5,False,True,False,5704606.949204534,5888300.252086176,5836347.040309745,131740.0911052106,-51953.21177643072,0.03608895353602813,671974.819531957,243154.13251667432,36972.91373177946,-8.387590415980863,1978.523084326851,6014681.163105235,310074.21390070114,126380.91101905983,31057.126031069623,-23.072438726069137,-7098.688810945634,5943587.426593027,-34.52560886153504,-14549.951854605548,6004492.7795299925
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,2,3,5,S5,高强度综合激励策略,0.624669493242186,1,0.624669493242186,2,0.5656084721352153,4,0.43032836685216885,3,5,True,False,False,8556910.4238068,8780148.223082058,8954240.900765963,397330.4769591633,174092.67768390477,0.024400697591659203,671974.819531957,265218.1186154096,27571.681215429024,-29.708649811828934,-7105.806835124124,9055650.747060115,498740.32325331494,275502.5239780564,19956.706911579255,-44.86683548344473,-20631.141069831006,8915288.848279748,-48.446396869762395,-29299.354831412114,8980045.970049622
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,3,4,5,S5,高强度综合激励策略,0.6520137544004313,1,0.6520137544004313,2,0.5626947870912051,4,0.40426435310825526,3,5,True,False,False,11409213.898409069,11647472.588251062,11979162.39257534,569948.4941662718,331689.8043242786,0.018566987756917758,671974.819531957,272940.5137499669,18102.325201037223,-48.755388397606765,-21936.462945627456,12021478.229625182,612264.3312161136,374005.6413741205,12108.780995508367,-54.937633522941056,-37401.32914293179,11823338.087993873,-52.40795966872194,-45296.32427344943,11887819.870602764
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,4,5,5,S5,高强度综合激励策略,0.6590132449469418,1,0.6590132449469418,2,0.5583784743644411,4,0.39816193176703746,3,5,True,False,False,14261517.373011336,14504338.247746818,14919863.688109083,658346.3150977474,415525.44036226533,0.015065433564246588,671974.819531957,275643.352047062,9516.852926807751,-55.01217916232889,-38761.71013338759,14930091.180570569,668573.8075592332,425752.9328237511,6210.785744737755,-60.399174105275016,-55664.70046089648,14700471.066459104,-59.47106446864446,-63228.77518199076,14765139.194094514
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,6,7,5,S5,高强度综合激励策略,0.6381662158743358,1,0.6381662158743358,2,0.5509901668355821,3,0.4497900256173078,4,5,True,False,False,19966124.32221587,20201179.72896669,20681036.315932617,714911.9937167466,479856.586965926,0.011000915301873145,671974.819531957,276920.4431424395,2325.7143096908567,-59.27387876618412,-74991.8670106685,20661570.373152643,695446.0509367734,460390.64418595284,1348.2260801724044,-58.82743106742468,-91324.01389147568,20419530.0549337,-58.772366896485465,-98797.07772170164,20484120.886846207
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,8,9,5,S5,高强度综合激励策略,0.7062735985195456,1,0.7062735985195456,2,0.6210806717151985,4,0.29477651151944106,3,5,True,False,False,25670731.271420408,25865950.44261899,26397244.649748024,726513.3783276156,531294.2071290351,0.008677922608030957,671974.819531957,277076.8868016232,1034.4351479366817,-58.389510091342196,-110308.35396563029,26366585.251067545,695853.9796471372,500634.8084485568,427.27460699784524,-58.151483768290426,-126540.47226353013,26103740.12298852,-58.12930118819825,-133959.84040479187,26173921.397081506
0.75,0.01,"gamma=0.75, epsilon=0.01",0.35,12,13,5,S5,高强度综合激励策略,0.6569876667543737,1,0.6569876667543737,2,0.499462156172783,3,0.4368245166862223,4,5,True,False,False,37079945.16982948,37195981.212410234,37740573.49417619,660628.3243467063,544592.2817659527,0.006115343070325418,671974.819531957,277098.3987825339,-1230.8960043582485,-57.942381750313444,-180429.1290530885,37704051.52163774,624106.3518082574,508070.30922750384,-1231.9411182362162,-57.92116699544716,-196578.3373641998,37433666.88088374,-57.91500648925709,-204009.51783962466,37503702.36588298
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,1,2,5,S5,高强度综合激励策略,0.5769525752647581,1,0.5769525752647581,2,0.5462644736980982,3,0.4897142623849156,4,5,True,False,False,5704606.949204534,5824629.497646333,5592235.680253346,-112371.26895118784,-232393.81739298627,0.03749700273368494,671974.403854643,243154.13251667432,25013.551447015707,-26.77627138387914,-10247.396391381393,5797073.0945045175,92466.14529998321,-27556.403141815215,21272.49823174936,-37.79197403418795,-17865.333698085422,5800526.511318995,-43.87957691901872,-21779.273343118723,5854221.3128205165
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,2,3,5,S5,高强度综合激励策略,0.5732909060565147,1,0.5732909060565147,2,0.5500412296387167,4,0.4618582606724338,3,5,True,False,False,8556910.4238068,8705493.413473086,8631726.822874013,74816.39906721376,-73766.5905990731,0.02524754870183391,671974.403854643,265218.1186154096,19509.291688969144,-42.37606328783217,-22945.165574059705,8783037.38252642,226126.95871962048,77543.96905333363,14332.249230606662,-51.88357371371134,-33489.130015626695,8745129.355958786,-53.113947696445074,-37726.37151511293,8801146.088471599
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,3,4,5,S5,高强度综合激励策略,0.6082405241805612,1,0.6082405241805612,2,0.5768336919410524,4,0.40713378610610607,3,5,True,False,False,11409213.898409069,11569489.312377391,11616212.873046108,206998.974637039,46723.56066871621,0.019116051009362752,671974.403854643,272940.5137499669,14042.596102643389,-55.53156021990062,-39778.50437788642,11723580.399645142,314366.5012360737,154091.08726775087,9594.399857036256,-57.57702783265047,-50878.901433232415,11640061.619521026,-55.41106895065517,-54456.95900455443,11695689.594212232
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,4,5,5,S5,高强度综合激励策略,0.644863583389064,1,0.644863583389064,2,0.5502576059785916,4,0.3910985399421277,3,5,True,False,False,14261517.373011336,14426404.854360713,14539157.71836197,277640.3453506343,112752.86400125735,0.015442932851340243,671974.403854643,275643.352047062,7758.795095903693,-57.379466153697564,-57128.12798729376,14620361.960063666,358844.5870523304,193957.1057029534,5017.8249775125905,-59.23134943522366,-68729.94683430018,14511651.726264752,-58.314463146877884,-72024.75526770495,14567226.804436833
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,6,7,5,S5,高强度综合激励策略,0.6248070956390112,1,0.6248070956390112,2,0.5450290342342781,3,0.4594764809287282,4,5,True,False,False,19966124.32221587,20123256.48411894,20290278.99319534,324154.67097947,167022.5090764016,0.011206197012229028,671974.403854643,276920.4431424395,2171.349257437091,-59.44873646997977,-92845.98139214527,20347462.257666413,381337.9354505427,224205.7735474743,1338.8758998478265,-58.912835532425625,-104518.2272116635,20230686.679366127,-58.805106524872585,-107640.71121006389,20286208.577049013
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,8,9,5,S5,高强度综合激励策略,0.7020033718648543,1,0.7020033718648543,2,0.615859995799017,4,0.29892630350706423,3,5,True,False,False,25670731.271420408,25788031.44580177,26006562.60078,335831.329359591,218531.1549782306,0.00880513341161121,671974.403854643,277076.8868016232,1034.4739317204683,-58.0784899019923,-128099.48050556728,26052561.995294377,381830.72387396917,264530.54949260876,427.27482538433287,-58.130297108916025,-139674.89501966035,25914897.342802186,-58.06550103307154,-142800.76029279234,25975996.26092039
0.75,0.05,"gamma=0.75, epsilon=0.05",0.35,12,13,5,S5,高强度综合激励策略,0.6514206492387052,1,0.6514206492387052,2,0.4932747624900123,3,0.44332575623020004,4,5,True,False,False,37079945.16982948,37118068.92499173,37349905.691257864,269960.5214283839,231836.76626613736,0.006178240328469328,671974.403854643,277098.3987825339,-1230.9078792880998,-57.912063685928466,-198173.39238121326,37390029.42199825,310084.25216876715,271960.4970065206,-1231.9529092279108,-57.896916465255295,-209709.76633309503,37244833.561649255,-57.89401605935131,-212820.07980590116,37305796.011181794
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,1,2,5,S4,流失召回强化策略,0.5689137965949468,4,0.5422831050755048,1,0.5689137965949468,2,0.5520085479454816,3,5,False,True,False,5704606.949204534,6698289.291238241,6539028.278741437,834421.3295369027,-159261.0124968039,0.03256169599483109,671944.4205845327,243154.13251667432,78870.8147688923,103.09992623056,61523.07917262887,6797931.39880593,1093324.449601396,99642.10756768938,76808.04154613253,82.46800522567719,54440.294198367104,6839262.334669189,59.2969224996656,42106.22729499373,6895174.036295477
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,2,3,5,S4,流失召回强化策略,0.5987737422256197,2,0.5933775065112822,1,0.5987737422256197,4,0.5227234453367853,3,5,False,True,False,8556910.4238068,9893891.070425577,10103060.380790358,1546149.9569835588,209169.31036478095,0.021792225137471703,671944.4205845327,265218.1186154096,75378.38682665394,71.32310272145959,81910.41828032545,10306151.962701418,1749241.538894618,412260.89227584004,69774.37062884656,73.50219397932352,75430.86174613322,10238867.468810836,7.856271213106222,43417.87220845485,10303898.767139276
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,3,4,5,S5,高强度综合激励策略,0.6292458449373928,1,0.6292458449373928,2,0.5950412576758085,4,0.4562715595468668,3,5,True,False,False,11409213.898409069,13026532.889100233,13584753.283708287,2175539.385299219,558220.3946080543,0.016471424602058436,671944.4205845327,272940.5137499669,67324.23711814817,15.424802669961668,85335.51420600002,13700501.40466487,2291287.5062558018,673968.5155646373,58283.88859388245,3.231099755461181,74649.55132682482,13484513.12854395,-13.308416752527545,37569.70483508485,13558696.066898767
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,4,5,5,S5,高强度综合激励策略,0.6529995314134075,1,0.6529995314134075,2,0.5726069053442753,4,0.41498358065040813,3,5,True,False,False,14261517.373011336,16132683.18774368,16931835.88734023,2670318.5143288933,799152.6995965485,0.013340338943137962,671944.4205845327,275643.352047062,53376.144517917826,-8.543034575132335,81723.27592945611,16951927.001179565,2690409.628168229,819243.8134358842,43311.18854984839,-28.565111087142146,64413.36549419386,16644912.233577829,-24.11374427144027,28695.147949768812,16719551.738833252
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,6,7,5,S5,高强度综合激励策略,0.630948820182219,1,0.630948820182219,2,0.57774838941305,4,0.464722723615546,3,5,True,False,False,19966124.32221587,22293023.708958697,23266582.534844257,3300458.212628387,973558.8258855604,0.009810850286152003,671944.4205845327,276920.4431424395,31525.607086477212,-25.338979368683606,59420.52737364499,23217726.07529498,3251601.753079109,924702.3663362823,28982.962120675656,-16.399723087784455,50231.94384463469,22860629.154135164,-14.84163926218551,11031.699388477253,22937431.34457299
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,8,9,5,S5,高强度综合激励策略,0.6432913686503123,1,0.6432913686503123,2,0.6087930884656616,4,0.4330687590410569,3,5,True,False,False,25670731.271420408,28377966.82614969,29472615.940395292,3801884.668974884,1094649.114245601,0.007791183341895069,671944.4205845327,277076.8868016232,27230.766033896423,-15.877822137042081,47410.20728743868,29401147.5128611,3730416.241440691,1023180.6867114082,26071.891600306542,-19.389416032316444,37102.44102588901,29000623.844122406,-18.724120537260003,-1687.34653139906,29082249.171411406
1.0,1e-09,"gamma=1, epsilon=1e-09",0.35,12,13,5,S5,高强度综合激励策略,0.621868249972112,1,0.621868249972112,2,0.5933291501237199,3,0.4953393876689486,4,5,True,False,False,37079945.16982948,40369400.27435226,41690571.0055267,4610625.835697219,1321170.7311744392,0.005544188293590133,671944.4205845327,277098.3987825339,21637.76788773408,-6.182370684490544,22137.21358073363,41608922.63132237,4528977.461492889,1239522.356970109,21419.207828056165,-35.652844001677714,2018.122550498927,41126616.44330766,-35.35281908916508,-30889.745801431127,41219192.0016631
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,1,2,5,S4,流失召回强化策略,0.6336509540038864,4,0.4871331424980535,1,0.6336509540038864,3,0.5548909426138139,2,5,False,True,False,5704606.949204534,6425753.017406253,6416406.54624212,711799.5970375855,-9346.4711641334,0.033124803198762105,671975.1092092429,243154.13251667432,71340.49233881397,124.82877447014404,64203.54251868368,6658649.785565732,954042.8363611978,232896.7681594789,67939.43222874413,54.67465232230532,43615.33768267813,6619254.358564581,21.027248320821396,23035.179312392516,6684271.690451487
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,2,3,5,S5,高强度综合激励策略,0.6134907315040865,1,0.6134907315040865,2,0.5735362032065348,4,0.48774295689575387,3,5,True,False,False,8556910.4238068,9436590.25015019,9883627.391866567,1326716.968059767,447037.14171637595,0.022246284170829782,671975.1092092429,265218.1186154096,65089.71763864777,35.80817517460372,74219.9102739291,10043453.615487896,1486543.1916810963,606863.3653377052,56807.72389842549,4.925824613259259,44430.19264041053,9879421.118078561,-13.918851143989059,18291.139069011522,9953006.00678637
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,3,4,5,S5,高强度综合激励策略,0.6281466608444382,1,0.6281466608444382,2,0.5761670800274795,3,0.466734253193012,4,5,True,False,False,11409213.898409069,12346228.117532399,13230860.775597282,1821646.8771882132,884632.6580648832,0.01689161846264954,671975.1092092429,272940.5137499669,52663.12765295016,-6.168554035398775,71686.6887664108,13301489.924497668,1892276.026088599,955261.8069652691,43519.17877919336,-27.283157091379472,35703.21390192688,12980415.451134086,-36.935455418973646,6691.519631948322,13067899.01661922
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,4,5,5,S5,高强度综合激励策略,0.646794257121987,1,0.646794257121987,2,0.5779743173398849,4,0.42549830530129307,3,5,True,False,False,14261517.373011336,15216092.79535084,16438366.015406441,2176848.642395105,1222273.2200556006,0.013725975708166834,671975.1092092429,275643.352047062,38256.50936365136,-36.6545471509859,60125.43399231421,16415989.11027229,2154471.7372609545,1199896.3149214499,28455.16561469061,-54.80151405148893,18860.77686541289,15943658.00583296,-53.75928924856476,-9706.488702276722,16041469.357126243
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,6,7,5,S5,高强度综合激励策略,0.6585591902399892,1,0.6585591902399892,2,0.5425757310021732,4,0.3964753762525659,3,5,True,False,False,19966124.32221587,20916436.579738427,22415395.980503667,2449271.658287797,1498959.4007652402,0.01017323635933586,671975.1092092429,276920.4431424395,8636.925388216774,-58.867040818436,25650.18466166174,22275918.980080076,2309794.6578642055,1359482.4003416486,4713.69074014169,-59.03144932468442,-16885.278512630495,21699468.024129614,-58.86055436634592,-45271.08295647707,21801130.322105628
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,8,9,5,S5,高强度综合激励策略,0.6955821014723154,1,0.6955821014723154,2,0.5992936407991307,4,0.31174347650769296,3,5,True,False,False,25670731.271420408,26581399.598094545,28155342.786474727,2484611.515054319,1573943.1883801818,0.00814786945291926,671975.1092092429,277076.8868016232,1445.0535969142172,-58.44660778076604,-9728.608147270279,27991318.781312484,2320587.5098920763,1409919.183217939,608.2714882243565,-58.56734120649268,-52175.19178778725,27385356.061510555,-58.59176548235083,-80712.3404400628,27493438.339035098
1.0,0.0001,"gamma=1, epsilon=0.0001",0.35,12,13,5,S5,高强度综合激励策略,0.5731771296537824,1,0.5731771296537824,2,0.5700582192356244,3,0.5009040778942548,4,5,True,False,False,37079945.16982948,37911343.830609575,39500620.631236285,2420675.4614068046,1589276.80062671,0.005847001162849757,671975.1092092429,277098.3987825339,-1241.8039706358254,-58.07140061670533,-80150.54589142418,39329655.690263085,2249710.5204336047,1418311.8596535102,-1232.2271582522187,-58.09185890122853,-122418.15784071013,38715470.925492235,-57.991200754904135,-150954.5114941235,38823418.417646505
1.0,0.001,"gamma=1, epsilon=0.001",0.35,1,2,5,S5,高强度综合激励策略,0.5986034460556499,1,0.5986034460556499,2,0.5916425976041823,4,0.48881013901751524,3,5,True,False,False,5704606.949204534,6123995.701034691,6288288.691227274,583681.7420227397,164292.99019258283,0.033738350812561865,671975.1104386689,243154.13251667432,63083.37474608876,61.380192818992356,44167.83945631323,6491209.279983761,786602.3307792265,367213.5789490696,57646.33315108759,21.32452365000509,26701.10001417779,6391880.020897038,-6.457453989501605,5840.268618172733,6464728.009728048
1.0,0.001,"gamma=1, epsilon=0.001",0.35,2,3,5,S5,高强度综合激励策略,0.6314104865663843,1,0.6314104865663843,2,0.577809843131615,4,0.44916265790679066,3,5,True,False,False,8556910.4238068,9051294.73229207,9646034.988158584,1089124.564351784,594740.2558665145,0.022760997621075838,671975.1104386689,265218.1186154096,53383.4731338284,2.7485753831886854,44526.39375505046,9750841.68039845,1193931.2565916497,699546.9481063802,43438.29008223315,-23.004991988373273,19227.202485085436,9493558.66597312,-31.67662583935164,-4160.164319017058,9580557.403003305
1.0,0.001,"gamma=1, epsilon=0.001",0.35,3,4,5,S5,高强度综合激励策略,0.6542205787988079,1,0.6542205787988079,2,0.5746700282214567,4,0.4100364720528004,3,5,True,False,False,11409213.898409069,11933034.137976784,12857091.31957077,1447877.421161702,924057.1815939862,0.017359945866497112,671975.1104386689,272940.5137499669,37945.848619760574,-31.089697133246744,34633.6645355557,12854652.698077656,1445438.7996685877,921618.5601008721,26752.35130297749,-46.25822422623626,4955.211215677788,12460342.490200805,-44.7867275035057,-18013.552803721628,12551983.906372659
1.0,0.001,"gamma=1, epsilon=0.001",0.35,4,5,5,S5,高强度综合激励策略,0.665053275251373,1,0.665053275251373,2,0.5576859956843605,3,0.3851819528505642,4,5,True,False,False,14261517.373011336,14795360.073281663,15896325.649972,1634808.2769606635,1100965.5766903367,0.014176112996765538,671975.1104386689,275643.352047062,19881.164250881797,-49.66594157621948,19256.4673387995,15824604.23470048,1563086.8616891447,1029244.1614188179,12550.145446909939,-56.05201111214838,-12235.10867660481,15359392.019130852,-55.39000469175127,-34948.899055544345,15452209.291801672
1.0,0.001,"gamma=1, epsilon=0.001",0.35,6,7,5,S5,高强度综合激励策略,0.6441786451610164,1,0.6441786451610164,2,0.5482151110798532,3,0.4303639815584853,4,5,True,False,False,19966124.32221587,20492616.672609165,21710711.344404183,1744587.0221883133,1218094.671795018,0.010494056567659133,671975.1104386689,276920.4431424395,3698.3258997318826,-59.33257470075597,-16131.315036951564,21584031.45134215,1617907.1291262805,1091414.7787329853,2084.962123083679,-58.73736907418523,-47970.83786779654,21088568.547630932,-58.71434557058788,-70775.33859345235,21181925.208941795
1.0,0.001,"gamma=1, epsilon=0.001",0.35,8,9,5,S5,高强度综合激励策略,0.7091877802327997,1,0.7091877802327997,2,0.6214111214572013,5,0.28896117141784666,3,4,True,False,False,25670731.271420408,26157386.381117366,27431683.41166611,1760952.1402457021,1274297.030548744,0.008358010724111917,671975.1104386689,277076.8868016232,1078.6357610959546,-58.330450278929206,-51491.825677104294,27290887.814986065,1620156.543565657,1133501.4338686988,441.8594907875024,-58.23301221007935,-83167.99134646659,26772879.9247305,-58.32128626144309,-105987.79929443588,26871767.978445947
1.0,0.001,"gamma=1, epsilon=0.001",0.35,12,13,5,S5,高强度综合激励策略,0.6553543150477888,1,0.6553543150477888,2,0.49936969281721055,3,0.4384527401040006,4,5,True,False,False,37079945.16982948,37487397.722387865,38775080.85525591,1695135.685426429,1287683.132868044,0.005954716222799297,671975.1104386689,277098.3987825339,-1230.8926142251717,-58.083523863309026,-121712.74573780154,38628248.321258694,1548303.1514292136,1140850.5988708287,-1231.9387163821712,-58.02978141355354,-153340.68313339155,38102765.47555118,-58.00547818818435,-176131.35930188769,38201527.43924571
1.0,0.01,"gamma=1, epsilon=0.01",0.35,1,2,5,S4,流失召回强化策略,0.5960023382244684,2,0.5830373575759602,1,0.5960023382244684,4,0.4396760871850013,3,5,False,True,False,5704606.949204534,5919198.089904589,5986704.118025692,282097.1688211579,67506.02812110353,0.035272149958724464,671975.0632393144,243154.13251667432,44362.38825291934,3.889486807726036,13180.775883702445,6144339.613821412,439732.66461687814,225141.5239168238,36818.274154464016,-14.50898687703562,126.28316621182603,6019272.787286874,-26.40188184632926,-9679.317489524517,6085366.99054114
1.0,0.01,"gamma=1, epsilon=0.01",0.35,2,3,5,S5,高强度综合激励策略,0.6383023264872788,1,0.6383023264872788,2,0.5647450089468264,4,0.4226576312572527,3,5,True,False,False,8556910.4238068,8815478.070367314,9146097.797019223,589187.3732124232,330619.72665190883,0.023922916309810492,671975.0632393144,265218.1186154096,31970.3513322001,-23.573966129753877,5849.987078541337,9215012.526981419,658102.1031746194,399534.45661410503,23019.486169100153,-40.48478934578171,-12227.698489128408,9004668.308583004,-43.68434333841421,-22972.714828145312,9074975.012419103
1.0,0.01,"gamma=1, epsilon=0.01",0.35,3,4,5,S5,高强度综合激励策略,0.659289221749312,1,0.659289221749312,2,0.5640436459205931,3,0.3988717535246909,4,5,True,False,False,11409213.898409069,11685358.697375486,12192024.04708261,782810.1486735418,506665.34970712475,0.018259183912442394,671975.0632393144,272940.5137499669,20256.2672468828,-46.43991143236504,-8349.527951844677,12193995.333177334,784781.4347682651,508636.635801848,13442.802244249066,-53.37601391252578,-28541.594336978276,11918605.29354237,-50.718188146962376,-38504.961120529915,11988532.573806768
1.0,0.01,"gamma=1, epsilon=0.01",0.35,4,5,5,S5,高强度综合激励策略,0.6613186572258545,1,0.6613186572258545,2,0.5560640948228467,3,0.3949919300342963,4,5,True,False,False,14261517.373011336,14542324.30474454,15141345.254635733,879827.8816243969,599020.9498911928,0.014854046836784115,671975.0632393144,275643.352047062,10373.53185135841,-54.38812401742582,-25016.886464894167,15107596.59066211,846079.2176507749,565272.2859175708,6715.219240742497,-59.276514187952536,-46527.29410471802,14798210.02522775,-58.837030763029794,-56235.94843973371,14868023.935466401
1.0,0.01,"gamma=1, epsilon=0.01",0.35,6,7,5,S5,高强度综合激励策略,0.6418472068285552,1,0.6418472068285552,2,0.5450365929109556,3,0.4402254600730066,4,5,True,False,False,19966124.32221587,20239168.16876924,20907350.514339663,941226.1921237931,668182.3455704227,0.010885332938338335,671975.0632393144,276920.4431424395,2473.0590969819277,-59.01802708643894,-60954.429570261156,20841278.70422204,875154.3820061684,602110.535452798,1367.3327350524225,-58.79705051758214,-82139.63846750068,20517880.72008516,-58.79703063673324,-91708.51375157636,20587668.34632884
